new_skill_id,skill_raw,taxonomy_id,skill_name,confidence_score,match_status,strategy_used,top1,score_bi_encoder_top1,top2,score_bi_encoder_top2,top3,score_bi_encoder_top3,top4,score_bi_encoder_top4,top5,score_bi_encoder_top5
304,performance de modelos,45,Engenharia de Features,0.67,matched,ai_rerank,Modelagem de Dados,0.8394,Engenharia de Features,0.8391,Avaliação de Modelos,0.8344,Machine Learning,0.8339,Large Language Models,0.8334
305,metas e resultados,—,—,0.08,no_match,insufficient_confidence,OKRs,0.8446,Gestão de Desempenho,0.8365,Treinamento e Desenvolvimento,0.8353,Mentoria,0.8345,Colaboração,0.8335
306,team management,1,Gestão de Pessoas,0.98,matched,ai_rerank,Gestão de Pessoas,0.8429,Liderança Técnica,0.8408,Resolução de Conflitos,0.8355,Gestão do Tempo,0.8352,Treinamento e Desenvolvimento,0.8344
307,scripting python,62,FastAPI,0.74,matched,ai_rerank,Bash e Shell Script,0.8434,Python,0.8382,FastAPI,0.8277,Testes Automatizados,0.8203,TypeScript,0.82
308,avaliação de LLMs em produção,85,Langfuse,0.97,matched,ai_rerank,Langfuse,0.882,Large Language Models,0.8694,Avaliação de Modelos,0.8617,Monitoramento e Observabilidade,0.8555,LangChain,0.8469
309,embedding models,44,Embeddings e Busca Vetorial,0.97,matched,ai_rerank,Engenharia de Features,0.8272,Machine Learning,0.8256,Embeddings e Busca Vetorial,0.8234,LangChain,0.8231,Modelagem de Dados,0.8229
310,neural nets,—,—,0.39,no_match,insufficient_confidence,Deep Learning,0.8421,Machine Learning,0.8308,Large Language Models,0.8178,Azure,0.8157,Engenharia de Features,0.8121
311,observabilidade,70,Monitoramento e Observabilidade,0.87,matched,ai_rerank,Monitoramento e Observabilidade,0.8633,Adaptabilidade,0.8522,Langfuse,0.8454,Docker,0.8356,Gestão de Projetos,0.8346
312,criação de variáveis,45,Engenharia de Features,0.84,matched,ai_rerank,Engenharia de Features,0.8538,Modelagem Financeira,0.8486,Tableau,0.8453,Adaptabilidade,0.8395,MLflow,0.8376
313,gerenciar projetos,18,Gestão de Projetos,1.0,matched,ai_rerank,Gestão de Projetos,0.9035,Gestão de Riscos,0.8709,Gestão do Tempo,0.8662,Gestão de Stakeholders,0.8612,Gestão de Desempenho,0.857
314,comunicação profissional,23,Escrita Profissional,0.97,matched,ai_rerank,Escrita Profissional,0.8827,Comunicação Assertiva,0.8735,Employer Branding,0.8395,Storytelling com Dados,0.8343,Aprendizado Contínuo,0.8335
315,react,9,Adaptabilidade,0.66,matched,ai_rerank,JavaScript,0.816,Adaptabilidade,0.8048,TypeScript,0.8036,MLflow,0.8014,Looker,0.799
316,data protection,71,Segurança de Dados,0.96,matched,ai_rerank,Segurança de Dados,0.8348,Docker,0.8258,Spark,0.8241,Qualidade de Dados,0.8212,Orientação a Dados,0.8184
317,streaming de dados,54,Streaming de Dados,1.0,matched,fuzzy_match,—,0.0,—,0.0,—,0.0,—,0.0,—,0.0
318,maturidade emocional,—,—,0.08,no_match,insufficient_confidence,Inteligência Emocional,0.8534,Adaptabilidade,0.836,Empreendedorismo,0.8356,Mentoria,0.8339,Desenvolvimento Organizacional,0.8335
319,github actions,—,—,0.07,no_match,insufficient_confidence,Versionamento de Código,0.8363,TypeScript,0.8164,Data Warehouse,0.8144,Orquestração de Pipelines,0.8121,Hugging Face,0.812
320,tableau analytics,77,Tableau,0.97,matched,ai_rerank,Tableau,0.8689,Storytelling com Dados,0.829,Análise de Dados,0.8264,Power BI,0.8258,Estatística Aplicada,0.8255
321,context switching,—,—,0.07,no_match,insufficient_confidence,Adaptabilidade,0.8254,Storytelling com Dados,0.8083,Hugging Face,0.8072,LangChain,0.8047,Large Language Models,0.8032
322,planejamento anual,—,—,0.01,no_match,insufficient_confidence,Planejamento Estratégico,0.8538,Desenvolvimento de APIs,0.8272,Pensamento Estratégico,0.8269,Adaptabilidade,0.826,Orquestração de Pipelines,0.8255
323,airflow,53,Orquestração de Pipelines,0.84,matched,ai_rerank,Orquestração de Pipelines,0.8511,MLflow,0.8269,Infrastructure as Code,0.8158,Data Warehouse,0.8146,Estatística Aplicada,0.8119
324,cache distribuído,—,—,0.03,no_match,insufficient_confidence,Spark,0.8558,Scala,0.8501,Redis,0.8461,Hadoop,0.8281,Gestão do Tempo,0.8224
325,k8s,—,—,0.08,no_match,insufficient_confidence,OKRs,0.8002,Kubernetes,0.7989,Looker,0.7937,Streaming de Dados,0.7924,Segurança de Dados,0.7916
326,aprendizado não supervisionado,40,Machine Learning,0.99,matched,ai_rerank,Machine Learning,0.8936,Deep Learning,0.8331,Autogestão,0.832,Azure,0.8243,Segurança de Dados,0.8223
327,visualização de dados,—,—,0.39,no_match,insufficient_confidence,R,0.8929,Tableau,0.8767,Orientação a Dados,0.8626,Análise de Dados,0.855,Looker,0.8547
328,governança de dados,—,—,0.07,no_match,insufficient_confidence,Qualidade de Dados,0.8524,Data Warehouse,0.8507,Orientação a Dados,0.8491,Segurança de Dados,0.8455,Streaming de Dados,0.8442
329,lang chain,83,LangChain,1.0,matched,ai_rerank,LangChain,0.8617,Langfuse,0.8263,Large Language Models,0.8112,Processamento de Linguagem Natural,0.801,TypeScript,0.7977
330,reconhecimento de imagens,—,—,0.02,no_match,insufficient_confidence,Visão Computacional,0.8366,Inteligência Emocional,0.8318,Streaming de Dados,0.8312,Avaliação de Modelos,0.8278,Data Warehouse,0.8277
331,cultura de inovação,—,—,0.24,no_match,insufficient_confidence,Cultura Organizacional,0.8601,Inovação,0.8569,Desenvolvimento Organizacional,0.828,Gestão de Mudanças,0.827,Adaptabilidade,0.8265
332,spark streaming,54,Streaming de Dados,0.97,matched,ai_rerank,Streaming de Dados,0.8747,Spark,0.8563,Scala,0.8043,MLflow,0.7984,Orquestração de Pipelines,0.7942
333,inferência estatística,49,Estatística Aplicada,0.72,matched,ai_rerank,Estatística Aplicada,0.8686,Orientação a Dados,0.8403,Análise Financeira,0.8371,R,0.8367,Pensamento Crítico,0.8275
334,typescript development,36,TypeScript,1.0,matched,ai_rerank,TypeScript,0.8746,JavaScript,0.8214,Treinamento e Desenvolvimento,0.8189,Python,0.8175,LangChain,0.8129
335,drive innovation,29,Inovação,0.51,matched,ai_rerank,Inovação,0.844,Gestão de Mudanças,0.8266,Facilitação,0.8247,Aprendizado Contínuo,0.8193,Desenvolvimento Organizacional,0.8192
336,python para dados,31,Python,0.99,matched,ai_rerank,Python,0.8571,FastAPI,0.8471,Scala,0.8312,R,0.8311,Hadoop,0.8292
337,DQ,—,—,0.21,no_match,insufficient_confidence,SQL,0.8063,Qualidade de Dados,0.7957,UX Research,0.7931,Orientação a Dados,0.7875,Data Warehouse,0.7847
338,aprendizado de máquina,40,Machine Learning,1.0,matched,ai_rerank,Machine Learning,0.8694,Engenharia de Features,0.836,Large Language Models,0.8326,Aprendizado Contínuo,0.8326,Treinamento e Desenvolvimento,0.829
339,gestão de mudanças,28,Gestão de Mudanças,1.0,matched,fuzzy_match,—,0.0,—,0.0,—,0.0,—,0.0,—,0.0
340,git,—,—,0.23,no_match,insufficient_confidence,Versionamento de Código,0.8313,CI/CD,0.8141,Redis,0.8117,Bash e Shell Script,0.8096,ETL e ELT,0.8086
341,desenvolvimento de colaboradores,—,—,0.21,no_match,insufficient_confidence,Mentoria,0.8614,Treinamento e Desenvolvimento,0.8569,Looker,0.8502,Colaboração,0.8499,Desenvolvimento Organizacional,0.8498
342,financial modeling,92,Modelagem Financeira,1.0,matched,ai_rerank,Modelagem Financeira,0.8769,Análise Financeira,0.8474,Looker,0.8252,Large Language Models,0.8222,R,0.8192
343,customer empathy,—,—,0.1,no_match,insufficient_confidence,Foco no Cliente,0.8317,Inteligência Emocional,0.8151,Visão de Produto,0.8121,Adaptabilidade,0.8081,UX Research,0.8055
344,raciocínio lógico,—,—,0.12,no_match,insufficient_confidence,Pensamento Crítico,0.8407,Design Thinking,0.836,Pensamento Estratégico,0.8323,Resolução de Problemas,0.8251,Planejamento Estratégico,0.8218
345,stakeholder communication,26,Gestão de Stakeholders,0.48,matched,ai_rerank,Gestão de Stakeholders,0.8702,Comunicação Assertiva,0.8224,Data Warehouse,0.8142,Storytelling com Dados,0.8103,UX Research,0.8066
346,javascript,35,JavaScript,1.0,matched,fuzzy_match,—,0.0,—,0.0,—,0.0,—,0.0,—,0.0
347,precision recall,—,—,0.01,no_match,insufficient_confidence,Deep Learning,0.8072,Large Language Models,0.8068,Desenvolvimento de APIs,0.8043,Comunicação Assertiva,0.8033,Streaming de Dados,0.8008
348,documentation,—,—,0.15,no_match,insufficient_confidence,Infrastructure as Code,0.8318,Orquestração de Pipelines,0.8277,Orientação a Dados,0.8277,dbt,0.8253,FastAPI,0.8237
349,product owner,—,—,0.12,no_match,insufficient_confidence,Visão de Produto,0.827,Gestão de Produto,0.8246,Experimentação e Testes A/B,0.8044,Empreendedorismo,0.7996,UX Research,0.797
350,comunicar bem,—,—,0.23,no_match,insufficient_confidence,Comunicação Assertiva,0.8585,Escrita Profissional,0.8526,Colaboração,0.8419,Storytelling com Dados,0.8381,Gestão do Tempo,0.837
351,cloudformation,69,Infrastructure as Code,0.71,matched,ai_rerank,Infrastructure as Code,0.8606,Spark,0.8269,Data Warehouse,0.8209,Orquestração de Pipelines,0.8181,Azure,0.8176
352,long-term thinking,17,Pensamento Estratégico,0.86,matched,ai_rerank,Pensamento Estratégico,0.8563,Design Thinking,0.8414,Deep Learning,0.833,Aprendizado Contínuo,0.8237,Pensamento Crítico,0.8234
353,functional scala,—,—,0.29,no_match,insufficient_confidence,Scala,0.8416,Spark,0.8074,Streaming de Dados,0.8046,MLflow,0.8036,TypeScript,0.8021
354,project execution,18,Gestão de Projetos,0.83,matched,ai_rerank,Gestão de Projetos,0.83,LangChain,0.8165,Infrastructure as Code,0.8147,Gestão de Riscos,0.8119,Gestão do Tempo,0.8118
355,classification models,—,—,0.04,no_match,insufficient_confidence,Large Language Models,0.8345,Machine Learning,0.8299,Modelagem de Dados,0.8176,Engenharia de Features,0.8153,Deep Learning,0.8146
356,avaliar modelos,46,Avaliação de Modelos,1.0,matched,ai_rerank,Avaliação de Modelos,0.8691,Modelagem Financeira,0.8626,Machine Learning,0.8618,Looker,0.8582,MLflow,0.8481
357,python para dados,31,Python,0.99,matched,ai_rerank,Python,0.8571,FastAPI,0.8471,Scala,0.8312,R,0.8311,Hadoop,0.8292
358,arquitetura limpa,—,—,0.03,no_match,insufficient_confidence,Desenvolvimento de APIs,0.8396,Data Warehouse,0.8277,Liderança Técnica,0.8242,TypeScript,0.8224,Microsserviços,0.8185
359,financial statements analysis,91,Análise Financeira,0.99,matched,ai_rerank,Análise Financeira,0.8508,Modelagem Financeira,0.8262,SQL,0.8181,Análise de Dados,0.818,R,0.8146
360,power bi analytics,76,Power BI,1.0,matched,ai_rerank,Power BI,0.8785,Excel Avançado,0.8261,Análise de Dados,0.8246,Data Warehouse,0.8215,Storytelling com Dados,0.8191
361,desenvolvimento organizacional,96,Desenvolvimento Organizacional,1.0,matched,fuzzy_match,—,0.0,—,0.0,—,0.0,—,0.0,—,0.0
362,prefect,53,Orquestração de Pipelines,0.66,matched,ai_rerank,Orquestração de Pipelines,0.8251,Resolução de Problemas,0.8004,Estatística Aplicada,0.7999,Liderança Técnica,0.7987,Negociação,0.797
363,innovative solutions,29,Inovação,0.58,matched,ai_rerank,Inovação,0.8523,Resolução de Problemas,0.8367,Design Thinking,0.8318,Adaptabilidade,0.8242,Resolução de Conflitos,0.8238
364,spreadsheets,—,—,0.24,no_match,insufficient_confidence,Spark,0.8196,Data Warehouse,0.8186,Excel Avançado,0.8165,Power BI,0.815,Streaming de Dados,0.8134
365,registro de modelos,—,—,0.13,no_match,insufficient_confidence,MLflow,0.8501,Modelagem de Dados,0.8358,Modelagem Financeira,0.8349,Avaliação de Modelos,0.8345,Looker,0.8336
366,testes de hipótese,50,Experimentação e Testes A/B,0.82,matched,ai_rerank,Estatística Aplicada,0.8653,Experimentação e Testes A/B,0.8588,Testes Automatizados,0.8294,UX Research,0.826,MLflow,0.8247
367,pipeline scheduling,53,Orquestração de Pipelines,0.91,matched,ai_rerank,Orquestração de Pipelines,0.8306,Processamento de Linguagem Natural,0.83,Langfuse,0.8284,CI/CD,0.8236,Engenharia de Dados,0.8215
368,tomada de decisão,8,Tomada de Decisão,1.0,matched,fuzzy_match,—,0.0,—,0.0,—,0.0,—,0.0,—,0.0
369,comunicação escrita,21,Storytelling com Dados,0.65,matched,ai_rerank,Escrita Profissional,0.8809,Comunicação Assertiva,0.8581,Storytelling com Dados,0.8298,TypeScript,0.8297,Desenvolvimento de APIs,0.8257
370,TypeScript,36,TypeScript,1.0,matched,fuzzy_match,—,0.0,—,0.0,—,0.0,—,0.0,—,0.0
371,vector store,—,—,0.34,no_match,insufficient_confidence,Embeddings e Busca Vetorial,0.8046,Visão de Produto,0.8014,Data Warehouse,0.801,Looker,0.7976,Spark,0.7928
372,database queries,56,Data Warehouse,0.46,matched,ai_rerank,SQL,0.8527,PostgreSQL,0.8401,Qualidade de Dados,0.8328,MongoDB,0.831,Data Warehouse,0.8281
373,dbt cloud,80,dbt,0.7,matched,ai_rerank,dbt,0.853,Spark,0.818,Tableau,0.8086,Google Cloud Platform,0.8062,Streaming de Dados,0.805
374,comunicação escrita,21,Storytelling com Dados,0.65,matched,ai_rerank,Escrita Profissional,0.8809,Comunicação Assertiva,0.8581,Storytelling com Dados,0.8298,TypeScript,0.8297,Desenvolvimento de APIs,0.8257
375,deploy automatizado,65,CI/CD,0.91,matched,ai_rerank,CI/CD,0.8486,Kubernetes,0.8413,AWS,0.8358,Autogestão,0.8312,Microsserviços,0.8275
376,planejar estrategicamente,27,Planejamento Estratégico,1.0,matched,ai_rerank,Planejamento Estratégico,0.8734,Pensamento Estratégico,0.8495,Gestão de Projetos,0.8414,Design Thinking,0.8396,Resolução de Conflitos,0.8371
377,balance sheet analysis,—,—,0.1,no_match,insufficient_confidence,Análise Financeira,0.8231,Análise de Dados,0.8202,Data Warehouse,0.8158,Power BI,0.8147,MLflow,0.8121
378,creative problem solving,3,Resolução de Conflitos,0.41,matched,ai_rerank,Design Thinking,0.8428,Resolução de Problemas,0.8377,Resolução de Conflitos,0.8348,Colaboração,0.8216,Inovação,0.818
379,resolver divergências,3,Resolução de Conflitos,1.0,matched,ai_rerank,Resolução de Conflitos,0.8938,Resolução de Problemas,0.8515,Tomada de Decisão,0.8456,Adaptabilidade,0.8387,Autogestão,0.8359
380,agilidade de aprendizado,—,—,0.03,no_match,insufficient_confidence,Aprendizado Contínuo,0.8395,Facilitação,0.8369,Adaptabilidade,0.8342,Metodologias Ágeis,0.832,Treinamento e Desenvolvimento,0.8295
381,decision-making,8,Tomada de Decisão,0.99,matched,ai_rerank,Tomada de Decisão,0.8512,Pensamento Crítico,0.8358,Análise Financeira,0.8237,Design Thinking,0.8228,Pensamento Estratégico,0.8227
382,containers,63,Docker,0.55,matched,ai_rerank,Kubernetes,0.8418,Docker,0.8308,Spark,0.8001,AWS,0.7999,Redis,0.7998
383,fine-tuning LLMs,43,Large Language Models,0.91,matched,ai_rerank,Large Language Models,0.8551,LangChain,0.8233,Hugging Face,0.823,Langfuse,0.8213,MLflow,0.8089
384,user-centric thinking,89,Design Thinking,0.96,matched,ai_rerank,Design Thinking,0.8692,UX Research,0.827,Visão de Produto,0.8201,Foco no Cliente,0.8166,Pensamento Crítico,0.8153
385,openness to change,—,—,0.27,no_match,insufficient_confidence,Gestão de Mudanças,0.8374,Adaptabilidade,0.8365,Tomada de Decisão,0.8215,Engenharia de Features,0.8198,Colaboração,0.8186
386,adaptability,9,Adaptabilidade,1.0,matched,ai_rerank,Adaptabilidade,0.8768,Gestão de Mudanças,0.8402,Docker,0.826,Resolução de Problemas,0.8225,Modelagem de Dados,0.8213
387,big data spark,81,Spark,1.0,matched,ai_rerank,Spark,0.8791,Streaming de Dados,0.8671,Data Warehouse,0.837,Scala,0.8344,Hadoop,0.8208
388,embeddings,44,Embeddings e Busca Vetorial,0.76,matched,ai_rerank,Embeddings e Busca Vetorial,0.8229,UX Research,0.8173,Engenharia de Features,0.8129,TypeScript,0.8108,Java,0.8105
389,práticas ágeis,19,Metodologias Ágeis,0.98,matched,ai_rerank,Metodologias Ágeis,0.8791,Adaptabilidade,0.8368,Aprendizado Contínuo,0.8299,Deep Learning,0.828,Hugging Face,0.827
390,system monitoring,70,Monitoramento e Observabilidade,0.98,matched,ai_rerank,Monitoramento e Observabilidade,0.8399,Langfuse,0.8353,Qualidade de Dados,0.8262,ETL e ELT,0.8215,Orquestração de Pipelines,0.8186
391,DW,—,—,0.34,no_match,insufficient_confidence,dbt,0.7913,Tableau,0.7898,Data Warehouse,0.7881,Séries Temporais,0.7872,Looker,0.7857
392,unittest,73,Testes Automatizados,0.9,matched,ai_rerank,Testes Automatizados,0.8404,Estatística Aplicada,0.815,UX Research,0.8112,Experimentação e Testes A/B,0.8087,MLflow,0.8065
393,foco no usuário,16,Foco no Cliente,0.95,matched,ai_rerank,Foco no Cliente,0.8551,Design Thinking,0.8547,Visão de Produto,0.846,UX Research,0.832,Gestão de Produto,0.8275
394,comunicação com stakeholders,—,—,0.25,no_match,insufficient_confidence,Gestão de Stakeholders,0.8982,Data Warehouse,0.8561,Comunicação Assertiva,0.854,Storytelling com Dados,0.8472,UX Research,0.8441
395,professional writing,23,Escrita Profissional,1.0,matched,ai_rerank,Escrita Profissional,0.8598,Comunicação Assertiva,0.8251,Testes Automatizados,0.8144,Large Language Models,0.8077,Inteligência Emocional,0.8075
396,scope management,—,—,0.16,no_match,insufficient_confidence,Gestão de Projetos,0.8349,Gestão de Produto,0.8236,Langfuse,0.8164,Gestão de Mudanças,0.8135,MLflow,0.8128
397,escrita clara,23,Escrita Profissional,0.78,matched,ai_rerank,Escrita Profissional,0.8561,Comunicação Assertiva,0.8356,Apresentação e Oratória,0.8256,Desenvolvimento de APIs,0.8252,Planejamento Estratégico,0.8217
398,senso de produto,14,Visão de Produto,0.93,matched,ai_rerank,Visão de Produto,0.8577,Gestão de Produto,0.834,Compliance e Regulação,0.8242,Experimentação e Testes A/B,0.8203,UX Research,0.8177
399,programar em python,—,—,0.28,no_match,insufficient_confidence,Python,0.8656,Scala,0.843,FastAPI,0.8372,Versionamento de Código,0.8277,Bash e Shell Script,0.8264
400,employer brand,99,Employer Branding,1.0,matched,ai_rerank,Employer Branding,0.8733,Aprendizado Contínuo,0.815,Inteligência Emocional,0.8128,Comunicação Assertiva,0.8067,Escrita Profissional,0.8045
401,power bi desktop,76,Power BI,0.99,matched,ai_rerank,Power BI,0.8641,Excel Avançado,0.806,Data Warehouse,0.7988,Docker,0.7987,Versionamento de Código,0.7982
402,lang chain,83,LangChain,1.0,matched,ai_rerank,LangChain,0.8617,Langfuse,0.8263,Large Language Models,0.8112,Processamento de Linguagem Natural,0.801,TypeScript,0.7977
403,compliance e regulação,94,Compliance e Regulação,1.0,matched,fuzzy_match,—,0.0,—,0.0,—,0.0,—,0.0,—,0.0
404,trabalhar sem supervisão,—,—,0.32,no_match,insufficient_confidence,Machine Learning,0.8795,Autogestão,0.8678,Gestão de Desempenho,0.8398,Experimentação e Testes A/B,0.836,Gestão do Tempo,0.8355
405,retrieval augmented generation,—,—,0.0,no_match,insufficient_confidence,MLflow,0.8168,Hugging Face,0.8132,Google Cloud Platform,0.8063,Machine Learning,0.8054,Large Language Models,0.805
406,comunicação com stakeholders,—,—,0.25,no_match,insufficient_confidence,Gestão de Stakeholders,0.8982,Data Warehouse,0.8561,Comunicação Assertiva,0.854,Storytelling com Dados,0.8472,UX Research,0.8441
407,emotional management,4,Inteligência Emocional,0.84,matched,ai_rerank,Inteligência Emocional,0.8591,Gestão de Mudanças,0.8266,Empreendedorismo,0.8222,Gestão do Tempo,0.8221,Resolução de Conflitos,0.8209
408,salary negotiation,—,—,0.01,no_match,insufficient_confidence,Negociação,0.8111,Resolução de Conflitos,0.8013,Comunicação Assertiva,0.7992,Employer Branding,0.796,Inteligência Emocional,0.7949
409,strategic thinking,17,Pensamento Estratégico,1.0,matched,ai_rerank,Design Thinking,0.861,Pensamento Estratégico,0.8517,Pensamento Crítico,0.8366,Empreendedorismo,0.8324,Planejamento Estratégico,0.8311
410,liderança de engenharia,25,Liderança Técnica,0.99,matched,ai_rerank,Liderança Técnica,0.913,Gestão de Pessoas,0.8551,Engenharia de Features,0.8548,Resolução de Conflitos,0.8456,Engenharia de Dados,0.8386
411,Python,31,Python,1.0,matched,fuzzy_match,—,0.0,—,0.0,—,0.0,—,0.0,—,0.0
412,risk analysis,93,Gestão de Riscos,0.9,matched,ai_rerank,Gestão de Riscos,0.8283,Análise Financeira,0.8257,Análise de Dados,0.8203,MLflow,0.8199,Empreendedorismo,0.8174
413,people care,—,—,0.26,no_match,insufficient_confidence,Foco no Cliente,0.7994,Colaboração,0.7964,Design Thinking,0.7943,Pensamento Crítico,0.7905,Visão de Produto,0.7896
414,data security,71,Segurança de Dados,0.99,matched,ai_rerank,Segurança de Dados,0.8468,Data Warehouse,0.8355,Qualidade de Dados,0.8303,Modelagem de Dados,0.8267,Docker,0.8242
415,data cleaning,—,—,0.2,no_match,insufficient_confidence,Análise de Dados,0.8408,Qualidade de Dados,0.8306,Spark,0.8265,Streaming de Dados,0.8247,Data Warehouse,0.823
416,fechar acordos,—,—,0.05,no_match,insufficient_confidence,Negociação,0.8536,Resolução de Conflitos,0.8243,Desenvolvimento de APIs,0.8237,Tomada de Decisão,0.8227,Colaboração,0.822
417,LookML,—,—,0.13,no_match,insufficient_confidence,MLflow,0.8166,Looker,0.8126,Langfuse,0.8068,Large Language Models,0.8056,Machine Learning,0.8031
418,decision-making,8,Tomada de Decisão,0.99,matched,ai_rerank,Tomada de Decisão,0.8512,Pensamento Crítico,0.8358,Análise Financeira,0.8237,Design Thinking,0.8228,Pensamento Estratégico,0.8227
419,planilhas,77,Tableau,0.8,matched,ai_rerank,Planejamento Estratégico,0.8573,Tableau,0.8405,Modelagem de Dados,0.8404,R,0.8391,Scala,0.8388
420,risk taking,—,—,0.14,no_match,insufficient_confidence,Tomada de Decisão,0.8327,Empreendedorismo,0.8251,Gestão de Riscos,0.8233,Gestão de Stakeholders,0.8176,Negociação,0.8154
421,postgresql optimization,58,PostgreSQL,0.94,matched,ai_rerank,PostgreSQL,0.8678,Desenvolvimento de APIs,0.8256,Versionamento de Código,0.821,Modelagem de Dados,0.8179,Scala,0.8179
422,context switching,—,—,0.07,no_match,insufficient_confidence,Adaptabilidade,0.8254,Storytelling com Dados,0.8083,Hugging Face,0.8072,LangChain,0.8047,Large Language Models,0.8032
423,ggplot2,—,—,0.02,no_match,insufficient_confidence,R,0.8027,MLflow,0.8005,Google Cloud Platform,0.8005,Spark,0.7995,Desenvolvimento de APIs,0.7966
424,SQL writing,32,SQL,1.0,matched,ai_rerank,SQL,0.8592,Escrita Profissional,0.8355,Desenvolvimento de APIs,0.8245,Testes Automatizados,0.8192,Data Warehouse,0.8179
425,fastapi,62,FastAPI,1.0,matched,fuzzy_match,—,0.0,—,0.0,—,0.0,—,0.0,—,0.0
426,sentiment analysis,—,—,0.12,no_match,insufficient_confidence,Análise de Dados,0.836,Inteligência Emocional,0.8293,Análise Financeira,0.8253,Large Language Models,0.821,Machine Learning,0.8207
427,LLM development,83,LangChain,0.96,matched,ai_rerank,LangChain,0.8444,Large Language Models,0.8369,Langfuse,0.8204,MLflow,0.81,Desenvolvimento Organizacional,0.8023
428,logging,—,—,0.18,no_match,insufficient_confidence,Langfuse,0.828,Monitoramento e Observabilidade,0.8197,Large Language Models,0.8091,AWS,0.8078,Processamento de Linguagem Natural,0.8064
429,compelling data presentations,—,—,0.11,no_match,insufficient_confidence,Storytelling com Dados,0.8313,Spark,0.8297,Apresentação e Oratória,0.8277,Modelagem de Dados,0.8225,Orquestração de Pipelines,0.822
430,product strategy,87,Gestão de Produto,0.87,matched,ai_rerank,Visão de Produto,0.8261,Design Thinking,0.8132,Gestão de Produto,0.812,UX Research,0.8109,Planejamento Estratégico,0.808
431,scala functional programming,37,Scala,0.98,matched,ai_rerank,Scala,0.8633,TypeScript,0.8199,Streaming de Dados,0.8128,MLflow,0.8128,Java,0.8125
432,SQL avançado,58,PostgreSQL,0.82,matched,ai_rerank,Excel Avançado,0.8609,Spark,0.8574,PostgreSQL,0.8537,Scala,0.8524,SQL,0.844
433,airflow,53,Orquestração de Pipelines,0.84,matched,ai_rerank,Orquestração de Pipelines,0.8511,MLflow,0.8269,Infrastructure as Code,0.8158,Data Warehouse,0.8146,Estatística Aplicada,0.8119
434,self-management,11,Autogestão,0.59,matched,ai_rerank,Autogestão,0.8422,Inteligência Emocional,0.8309,Gestão do Tempo,0.8287,Gestão de Mudanças,0.8269,Gestão de Projetos,0.8241
435,culture of innovation,—,—,0.18,no_match,insufficient_confidence,Cultura Organizacional,0.8346,Inovação,0.8236,Empreendedorismo,0.8062,Desenvolvimento Organizacional,0.8058,Treinamento e Desenvolvimento,0.8034
436,FastAPI backend,62,FastAPI,0.64,matched,ai_rerank,FastAPI,0.8734,TypeScript,0.8542,Java,0.8428,JavaScript,0.8406,Desenvolvimento de APIs,0.8153
437,API development,62,FastAPI,0.98,matched,ai_rerank,FastAPI,0.8459,Desenvolvimento de APIs,0.8386,TypeScript,0.8305,Python,0.8277,Java,0.8232
438,command line scripting,—,—,0.06,no_match,insufficient_confidence,Bash e Shell Script,0.8568,Processamento de Linguagem Natural,0.8326,Langfuse,0.8308,TypeScript,0.8308,Large Language Models,0.8302
439,pipeline scheduling,53,Orquestração de Pipelines,0.91,matched,ai_rerank,Orquestração de Pipelines,0.8306,Processamento de Linguagem Natural,0.83,Langfuse,0.8284,CI/CD,0.8236,Engenharia de Dados,0.8215
440,API REST,61,Desenvolvimento de APIs,0.45,matched,ai_rerank,Desenvolvimento de APIs,0.8312,FastAPI,0.8237,MLflow,0.8152,TypeScript,0.8141,Power BI,0.8119
441,discounted cash flow,—,—,0.0,no_match,insufficient_confidence,MLflow,0.8067,Foco no Cliente,0.7926,Orquestração de Pipelines,0.7918,Desenvolvimento de APIs,0.7916,Análise Financeira,0.7912
442,empathy mapping,—,—,0.02,no_match,insufficient_confidence,Inteligência Emocional,0.8148,Gestão de Stakeholders,0.8114,Adaptabilidade,0.8102,Data Warehouse,0.8083,FastAPI,0.8081
443,data orientation,15,Orientação a Dados,0.83,matched,ai_rerank,Orientação a Dados,0.8412,Data Warehouse,0.8196,Looker,0.8188,MongoDB,0.8186,Modelagem de Dados,0.816
444,agilidade,—,—,0.18,no_match,insufficient_confidence,Adaptabilidade,0.8475,Gestão do Tempo,0.836,Facilitação,0.8351,FastAPI,0.834,Gestão de Mudanças,0.833
445,LLMs,83,LangChain,0.87,matched,ai_rerank,LangChain,0.8282,Large Language Models,0.8266,Langfuse,0.8054,MLflow,0.7912,Deep Learning,0.7762
446,azure machine learning,40,Machine Learning,1.0,matched,fuzzy_match,—,0.0,—,0.0,—,0.0,—,0.0,—,0.0
447,technical team guidance,25,Liderança Técnica,1.0,matched,ai_rerank,Liderança Técnica,0.8503,Treinamento e Desenvolvimento,0.8203,Metodologias Ágeis,0.8201,Gestão de Pessoas,0.8197,Large Language Models,0.8184
448,normalização de dados,—,—,0.06,no_match,insufficient_confidence,Qualidade de Dados,0.854,Orientação a Dados,0.8537,R,0.8536,Modelagem de Dados,0.8478,Data Warehouse,0.847
449,gerenciamento de riscos,93,Gestão de Riscos,1.0,matched,ai_rerank,Gestão de Riscos,0.8785,Gestão de Projetos,0.87,Empreendedorismo,0.8536,MLflow,0.8477,Gestão de Desempenho,0.8458
