new_skill_id,skill_raw,taxonomy_id,skill_name,confidence_score,match_status,strategy_used,top1,score_bi_encoder_top1,top2,score_bi_encoder_top2,top3,score_bi_encoder_top3,top4,score_bi_encoder_top4,top5,score_bi_encoder_top5
1279,organizar tarefas,10,Gestão do Tempo,0.67,matched,ai_rerank,Gestão do Tempo,0.8757,Autogestão,0.8403,Gestão de Projetos,0.839,Orquestração de Pipelines,0.8379,Infrastructure as Code,0.8362
1325,continuous delivery,65,CI/CD,0.67,matched,ai_rerank,Autogestão,0.8318,CI/CD,0.8271,Gestão do Tempo,0.8266,Aprendizado Contínuo,0.8233,Mentoria,0.8231
1330,agile project management,18,Gestão de Projetos,0.67,matched,ai_rerank,Gestão de Projetos,0.8503,Metodologias Ágeis,0.8328,Desenvolvimento de APIs,0.8297,Gestão do Tempo,0.8286,Gestão de Stakeholders,0.8276
1547,entrega contínua,65,CI/CD,0.67,matched,ai_rerank,Autogestão,0.8544,Aprendizado Contínuo,0.8488,CI/CD,0.8475,Gestão do Tempo,0.8447,Mentoria,0.8336
2217,statistical inference,49,Estatística Aplicada,0.67,matched,ai_rerank,Estatística Aplicada,0.8572,Orientação a Dados,0.8225,Pensamento Crítico,0.8212,R,0.8202,Large Language Models,0.8185
183,organizar tarefas,10,Gestão do Tempo,0.67,matched,ai_rerank,Gestão do Tempo,0.8757,Autogestão,0.8403,Gestão de Projetos,0.839,Orquestração de Pipelines,0.8379,Infrastructure as Code,0.8362
2833,statistical inference,49,Estatística Aplicada,0.67,matched,ai_rerank,Estatística Aplicada,0.8572,Orientação a Dados,0.8225,Pensamento Crítico,0.8212,R,0.8202,Large Language Models,0.8185
304,performance de modelos,45,Engenharia de Features,0.67,matched,ai_rerank,Modelagem de Dados,0.8394,Engenharia de Features,0.8391,Avaliação de Modelos,0.8344,Machine Learning,0.8339,Large Language Models,0.8334
1398,extração de insights,39,Análise de Dados,0.68,matched,ai_rerank,Análise de Dados,0.872,Orientação a Dados,0.8409,ETL e ELT,0.8401,Streaming de Dados,0.84,Análise Financeira,0.8396
1384,extração de insights,39,Análise de Dados,0.68,matched,ai_rerank,Análise de Dados,0.872,Orientação a Dados,0.8409,ETL e ELT,0.8401,Streaming de Dados,0.84,Análise Financeira,0.8396
1223,azure data factory,68,Azure,0.68,matched,ai_rerank,Azure,0.8407,Data Warehouse,0.8329,Spark,0.8102,Orquestração de Pipelines,0.8095,Looker,0.807
1806,vertex ai,67,Google Cloud Platform,0.68,matched,ai_rerank,Google Cloud Platform,0.849,Desenvolvimento de APIs,0.8233,TypeScript,0.8173,FastAPI,0.8127,Data Warehouse,0.812
701,testing,50,Experimentação e Testes A/B,0.68,matched,ai_rerank,Testes Automatizados,0.8381,Experimentação e Testes A/B,0.8312,MLflow,0.8227,Estatística Aplicada,0.8197,TypeScript,0.8115
946,career mentoring,24,Mentoria,0.68,matched,ai_rerank,Mentoria,0.8445,Employer Branding,0.8256,Aprendizado Contínuo,0.8229,Comunicação Assertiva,0.815,Inteligência Emocional,0.8117
1577,career mentoring,24,Mentoria,0.68,matched,ai_rerank,Mentoria,0.8445,Employer Branding,0.8256,Aprendizado Contínuo,0.8229,Comunicação Assertiva,0.815,Inteligência Emocional,0.8117
616,text generation,42,Processamento de Linguagem Natural,0.69,matched,ai_rerank,Processamento de Linguagem Natural,0.8302,Escrita Profissional,0.8283,Large Language Models,0.8161,TypeScript,0.8138,Machine Learning,0.8125
1951,employer reputation,99,Employer Branding,0.69,matched,ai_rerank,Employer Branding,0.8516,Aprendizado Contínuo,0.812,Inteligência Emocional,0.8111,Comunicação Assertiva,0.8105,Escrita Profissional,0.8104
1946,análise de vídeo,48,Visão Computacional,0.69,matched,ai_rerank,Visão Computacional,0.8529,Análise de Dados,0.8404,Análise Financeira,0.8322,Storytelling com Dados,0.8263,R,0.8246
640,cloud run,67,Google Cloud Platform,0.69,matched,ai_rerank,Google Cloud Platform,0.8268,Spark,0.8265,MLflow,0.8173,Infrastructure as Code,0.8166,Streaming de Dados,0.8154
1725,coworking,13,Colaboração,0.69,matched,ai_rerank,Colaboração,0.8484,Versionamento de Código,0.8323,Engenharia de Features,0.8262,Employer Branding,0.8247,Escrita Profissional,0.8221
487,análise de vídeo,48,Visão Computacional,0.69,matched,ai_rerank,Visão Computacional,0.8529,Análise de Dados,0.8404,Análise Financeira,0.8322,Storytelling com Dados,0.8263,R,0.8246
2665,data-driven,15,Orientação a Dados,0.69,matched,ai_rerank,Orientação a Dados,0.8325,Streaming de Dados,0.82,Spark,0.8184,Storytelling com Dados,0.8168,Looker,0.8164
609,assumir riscos,30,Empreendedorismo,0.69,matched,ai_rerank,Gestão de Riscos,0.8515,Empreendedorismo,0.8404,Tomada de Decisão,0.8382,Gestão de Projetos,0.834,Adaptabilidade,0.8313
619,ideação,29,Inovação,0.69,matched,ai_rerank,Mentoria,0.8433,Pensamento Crítico,0.8388,Inovação,0.8369,Empreendedorismo,0.8307,Estatística Aplicada,0.8302
2976,ideação,29,Inovação,0.69,matched,ai_rerank,Mentoria,0.8433,Pensamento Crítico,0.8388,Inovação,0.8369,Empreendedorismo,0.8307,Estatística Aplicada,0.8302
1387,ideação,29,Inovação,0.69,matched,ai_rerank,Mentoria,0.8433,Pensamento Crítico,0.8388,Inovação,0.8369,Empreendedorismo,0.8307,Estatística Aplicada,0.8302
2224,data-driven,15,Orientação a Dados,0.69,matched,ai_rerank,Orientação a Dados,0.8325,Streaming de Dados,0.82,Spark,0.8184,Storytelling com Dados,0.8168,Looker,0.8164
2097,assumir riscos,30,Empreendedorismo,0.69,matched,ai_rerank,Gestão de Riscos,0.8515,Empreendedorismo,0.8404,Tomada de Decisão,0.8382,Gestão de Projetos,0.834,Adaptabilidade,0.8313
1918,text generation,42,Processamento de Linguagem Natural,0.69,matched,ai_rerank,Processamento de Linguagem Natural,0.8302,Escrita Profissional,0.8283,Large Language Models,0.8161,TypeScript,0.8138,Machine Learning,0.8125
2606,employer reputation,99,Employer Branding,0.69,matched,ai_rerank,Employer Branding,0.8516,Aprendizado Contínuo,0.812,Inteligência Emocional,0.8111,Comunicação Assertiva,0.8105,Escrita Profissional,0.8104
859,hiring,95,Recrutamento e Seleção,0.69,matched,ai_rerank,Employer Branding,0.8372,Recrutamento e Seleção,0.8229,Aprendizado Contínuo,0.8179,Escrita Profissional,0.8163,Treinamento e Desenvolvimento,0.8159
1206,priority management,87,Gestão de Produto,0.7,matched,ai_rerank,Gestão de Produto,0.8307,Gestão do Tempo,0.8304,Autogestão,0.8182,Gestão de Projetos,0.817,Adaptabilidade,0.8167
1177,dbt cloud,80,dbt,0.7,matched,ai_rerank,dbt,0.853,Spark,0.818,Tableau,0.8086,Google Cloud Platform,0.8062,Streaming de Dados,0.805
1834,content writing,22,Apresentação e Oratória,0.7,matched,ai_rerank,Escrita Profissional,0.8413,Testes Automatizados,0.8229,Mentoria,0.8169,Apresentação e Oratória,0.8151,Comunicação Assertiva,0.8147
2814,people development,24,Mentoria,0.7,matched,ai_rerank,Mentoria,0.8233,Treinamento e Desenvolvimento,0.8139,Resolução de Conflitos,0.8092,Colaboração,0.8087,Python,0.806
2232,clarity in communication,2,Comunicação Assertiva,0.7,matched,ai_rerank,Comunicação Assertiva,0.8476,Escrita Profissional,0.8298,Gestão de Desempenho,0.8168,Desenvolvimento de APIs,0.8144,Planejamento Estratégico,0.8116
2583,node.js,35,JavaScript,0.7,matched,ai_rerank,JavaScript,0.8612,TypeScript,0.8404,Scala,0.8269,Hadoop,0.8264,Docker,0.8251
2019,priority management,87,Gestão de Produto,0.7,matched,ai_rerank,Gestão de Produto,0.8307,Gestão do Tempo,0.8304,Autogestão,0.8182,Gestão de Projetos,0.817,Adaptabilidade,0.8167
2979,people development,24,Mentoria,0.7,matched,ai_rerank,Mentoria,0.8233,Treinamento e Desenvolvimento,0.8139,Resolução de Conflitos,0.8092,Colaboração,0.8087,Python,0.806
373,dbt cloud,80,dbt,0.7,matched,ai_rerank,dbt,0.853,Spark,0.818,Tableau,0.8086,Google Cloud Platform,0.8062,Streaming de Dados,0.805
1278,node.js,35,JavaScript,0.7,matched,ai_rerank,JavaScript,0.8612,TypeScript,0.8404,Scala,0.8269,Hadoop,0.8264,Docker,0.8251
188,gestão de escopo,18,Gestão de Projetos,0.7,matched,ai_rerank,Gestão de Projetos,0.8929,Gestão do Tempo,0.8446,Gestão de Mudanças,0.8401,Orquestração de Pipelines,0.8364,Gestão de Produto,0.8353
519,clarity in communication,2,Comunicação Assertiva,0.7,matched,ai_rerank,Comunicação Assertiva,0.8476,Escrita Profissional,0.8298,Gestão de Desempenho,0.8168,Desenvolvimento de APIs,0.8144,Planejamento Estratégico,0.8116
503,cloudformation,69,Infrastructure as Code,0.71,matched,ai_rerank,Infrastructure as Code,0.8606,Spark,0.8269,Data Warehouse,0.8209,Orquestração de Pipelines,0.8181,Azure,0.8176
2811,cloudformation,69,Infrastructure as Code,0.71,matched,ai_rerank,Infrastructure as Code,0.8606,Spark,0.8269,Data Warehouse,0.8209,Orquestração de Pipelines,0.8181,Azure,0.8176
351,cloudformation,69,Infrastructure as Code,0.71,matched,ai_rerank,Infrastructure as Code,0.8606,Spark,0.8269,Data Warehouse,0.8209,Orquestração de Pipelines,0.8181,Azure,0.8176
2732,CloudFormation,69,Infrastructure as Code,0.71,matched,ai_rerank,Infrastructure as Code,0.845,Spark,0.8137,MLflow,0.8134,Data Warehouse,0.809,Azure,0.808
1485,data-informed decisions,15,Orientação a Dados,0.71,matched,ai_rerank,Orientação a Dados,0.832,Pensamento Crítico,0.8263,Análise Financeira,0.8258,Data Warehouse,0.8256,Tomada de Decisão,0.8221
2759,CloudFormation,69,Infrastructure as Code,0.71,matched,ai_rerank,Infrastructure as Code,0.845,Spark,0.8137,MLflow,0.8134,Data Warehouse,0.809,Azure,0.808
2994,time prioritization,10,Gestão do Tempo,0.71,matched,ai_rerank,Gestão do Tempo,0.8408,Adaptabilidade,0.8307,Foco no Cliente,0.8205,Autogestão,0.815,Langfuse,0.8138
2597,pensar inovador,29,Inovação,0.71,matched,ai_rerank,Inovação,0.8613,Design Thinking,0.8605,Pensamento Crítico,0.8378,Visão de Produto,0.8332,Empreendedorismo,0.8324
604,cloudformation,69,Infrastructure as Code,0.71,matched,ai_rerank,Infrastructure as Code,0.8606,Spark,0.8269,Data Warehouse,0.8209,Orquestração de Pipelines,0.8181,Azure,0.8176
1728,gestão por OKRs,90,OKRs,0.71,matched,ai_rerank,OKRs,0.8707,Gestão do Tempo,0.8551,Gestão de Desempenho,0.855,Gestão de Mudanças,0.8493,Gestão de Projetos,0.8471
2007,CloudFormation,69,Infrastructure as Code,0.71,matched,ai_rerank,Infrastructure as Code,0.845,Spark,0.8137,MLflow,0.8134,Data Warehouse,0.809,Azure,0.808
1726,cloudformation,69,Infrastructure as Code,0.71,matched,ai_rerank,Infrastructure as Code,0.8606,Spark,0.8269,Data Warehouse,0.8209,Orquestração de Pipelines,0.8181,Azure,0.8176
1717,cloudformation,69,Infrastructure as Code,0.71,matched,ai_rerank,Infrastructure as Code,0.8606,Spark,0.8269,Data Warehouse,0.8209,Orquestração de Pipelines,0.8181,Azure,0.8176
890,SQS,32,SQL,0.72,matched,ai_rerank,SQL,0.8179,Qualidade de Dados,0.8026,Planejamento Estratégico,0.7905,Streaming de Dados,0.7859,Large Language Models,0.7837
2201,statistical analysis,39,Análise de Dados,0.72,matched,ai_rerank,Estatística Aplicada,0.8443,R,0.8419,Análise Financeira,0.8385,Análise de Dados,0.8357,Experimentação e Testes A/B,0.8271
1526,statistical analysis,39,Análise de Dados,0.72,matched,ai_rerank,Estatística Aplicada,0.8443,R,0.8419,Análise Financeira,0.8385,Análise de Dados,0.8357,Experimentação e Testes A/B,0.8271
2673,gitlab,72,Versionamento de Código,0.72,matched,ai_rerank,Versionamento de Código,0.8698,MLflow,0.8314,Java,0.8263,ETL e ELT,0.8245,Kubernetes,0.8237
2538,GitLab,72,Versionamento de Código,0.72,matched,ai_rerank,Versionamento de Código,0.8453,MLflow,0.8055,CI/CD,0.8007,ETL e ELT,0.7969,Power BI,0.7954
333,inferência estatística,49,Estatística Aplicada,0.72,matched,ai_rerank,Estatística Aplicada,0.8686,Orientação a Dados,0.8403,Análise Financeira,0.8371,R,0.8367,Pensamento Crítico,0.8275
962,statistical analysis,39,Análise de Dados,0.72,matched,ai_rerank,Estatística Aplicada,0.8443,R,0.8419,Análise Financeira,0.8385,Análise de Dados,0.8357,Experimentação e Testes A/B,0.8271
1210,gitlab,72,Versionamento de Código,0.72,matched,ai_rerank,Versionamento de Código,0.8698,MLflow,0.8314,Java,0.8263,ETL e ELT,0.8245,Kubernetes,0.8237
2729,neural networks,41,Deep Learning,0.72,matched,ai_rerank,Deep Learning,0.8355,Machine Learning,0.8302,Large Language Models,0.8219,Data Warehouse,0.8138,Engenharia de Features,0.8129
612,public speaking,23,Escrita Profissional,0.72,matched,ai_rerank,Storytelling com Dados,0.8256,Comunicação Assertiva,0.8256,Apresentação e Oratória,0.8197,Escrita Profissional,0.8137,Adaptabilidade,0.8103
607,statistical analysis,39,Análise de Dados,0.72,matched,ai_rerank,Estatística Aplicada,0.8443,R,0.8419,Análise Financeira,0.8385,Análise de Dados,0.8357,Experimentação e Testes A/B,0.8271
1004,inferência estatística,49,Estatística Aplicada,0.72,matched,ai_rerank,Estatística Aplicada,0.8686,Orientação a Dados,0.8403,Análise Financeira,0.8371,R,0.8367,Pensamento Crítico,0.8275
2390,arquitetura de dados,56,Data Warehouse,0.73,matched,ai_rerank,Data Warehouse,0.8691,Azure,0.8538,Redis,0.8479,Qualidade de Dados,0.8443,Análise de Dados,0.8431
1589,mentalidade de dono,30,Empreendedorismo,0.73,matched,ai_rerank,Empreendedorismo,0.8667,Foco no Cliente,0.8278,Autogestão,0.8263,Adaptabilidade,0.8252,Gestão do Tempo,0.8244
2413,video analysis,48,Visão Computacional,0.73,matched,ai_rerank,Visão Computacional,0.8208,Análise de Dados,0.815,Storytelling com Dados,0.8149,Análise Financeira,0.8139,Processamento de Linguagem Natural,0.809
69,mentalidade de dono,30,Empreendedorismo,0.73,matched,ai_rerank,Empreendedorismo,0.8667,Foco no Cliente,0.8278,Autogestão,0.8263,Adaptabilidade,0.8252,Gestão do Tempo,0.8244
1326,data privacy,71,Segurança de Dados,0.73,matched,ai_rerank,Spark,0.8296,Segurança de Dados,0.8287,Data Warehouse,0.8282,Adaptabilidade,0.8252,Orientação a Dados,0.8222
1043,autonomia,11,Autogestão,0.73,matched,ai_rerank,Autogestão,0.8458,Adaptabilidade,0.8401,Mentoria,0.8346,Inteligência Emocional,0.8313,Tomada de Decisão,0.8277
1059,arquitetura de dados,56,Data Warehouse,0.73,matched,ai_rerank,Data Warehouse,0.8691,Azure,0.8538,Redis,0.8479,Qualidade de Dados,0.8443,Análise de Dados,0.8431
828,arquitetura de dados,56,Data Warehouse,0.73,matched,ai_rerank,Data Warehouse,0.8691,Azure,0.8538,Redis,0.8479,Qualidade de Dados,0.8443,Análise de Dados,0.8431
1218,adoção de mudanças,28,Gestão de Mudanças,0.73,matched,ai_rerank,Gestão de Mudanças,0.8934,Adaptabilidade,0.8581,Tomada de Decisão,0.8418,Negociação,0.8387,Orientação a Dados,0.834
2880,agile development,19,Metodologias Ágeis,0.73,matched,ai_rerank,Metodologias Ágeis,0.8441,Desenvolvimento de APIs,0.8377,TypeScript,0.8291,Desenvolvimento Organizacional,0.8274,Python,0.8239
868,processamento de texto,42,Processamento de Linguagem Natural,0.73,matched,ai_rerank,Processamento de Linguagem Natural,0.8525,Spark,0.8449,Streaming de Dados,0.8387,TypeScript,0.8361,Escrita Profissional,0.8343
1506,processamento de texto,42,Processamento de Linguagem Natural,0.73,matched,ai_rerank,Processamento de Linguagem Natural,0.8525,Spark,0.8449,Streaming de Dados,0.8387,TypeScript,0.8361,Escrita Profissional,0.8343
818,autonomia,11,Autogestão,0.73,matched,ai_rerank,Autogestão,0.8458,Adaptabilidade,0.8401,Mentoria,0.8346,Inteligência Emocional,0.8313,Tomada de Decisão,0.8277
1268,working together,13,Colaboração,0.73,matched,ai_rerank,Colaboração,0.8446,Negociação,0.8134,Treinamento e Desenvolvimento,0.8093,Mentoria,0.8069,Facilitação,0.8063
1761,adoção de mudanças,28,Gestão de Mudanças,0.73,matched,ai_rerank,Gestão de Mudanças,0.8934,Adaptabilidade,0.8581,Tomada de Decisão,0.8418,Negociação,0.8387,Orientação a Dados,0.834
1781,scripting python,62,FastAPI,0.74,matched,ai_rerank,Bash e Shell Script,0.8434,Python,0.8382,FastAPI,0.8277,Testes Automatizados,0.8203,TypeScript,0.82
262,growth mindset,24,Mentoria,0.74,matched,ai_rerank,Mentoria,0.8197,Design Thinking,0.8124,Cultura Organizacional,0.8061,Machine Learning,0.8039,Aprendizado Contínuo,0.8036
2868,pensamento analítico,6,Pensamento Crítico,0.74,matched,ai_rerank,Pensamento Crítico,0.854,Design Thinking,0.8428,Pensamento Estratégico,0.8419,dbt,0.8401,Tableau,0.8344
494,comunicação direta,2,Comunicação Assertiva,0.74,matched,ai_rerank,Comunicação Assertiva,0.8717,Escrita Profissional,0.8404,Gestão de Desempenho,0.8302,Streaming de Dados,0.8295,Resolução de Conflitos,0.8291
1267,evidence-based decisions,15,Orientação a Dados,0.74,matched,ai_rerank,Orientação a Dados,0.835,Pensamento Crítico,0.8339,Tomada de Decisão,0.8285,UX Research,0.8249,Análise Financeira,0.8223
2448,parceria no trabalho,13,Colaboração,0.74,matched,ai_rerank,Colaboração,0.8654,Employer Branding,0.8455,Inteligência Emocional,0.8428,Gestão de Pessoas,0.84,Gestão do Tempo,0.8382
2006,parceria no trabalho,13,Colaboração,0.74,matched,ai_rerank,Colaboração,0.8654,Employer Branding,0.8455,Inteligência Emocional,0.8428,Gestão de Pessoas,0.84,Gestão do Tempo,0.8382
522,cloud AWS,66,AWS,0.74,matched,ai_rerank,AWS,0.8608,Spark,0.8486,Azure,0.8373,Google Cloud Platform,0.8367,Infrastructure as Code,0.8325
2664,evidence-based decisions,15,Orientação a Dados,0.74,matched,ai_rerank,Orientação a Dados,0.835,Pensamento Crítico,0.8339,Tomada de Decisão,0.8285,UX Research,0.8249,Análise Financeira,0.8223
614,data transformation,80,dbt,0.74,matched,ai_rerank,Análise de Dados,0.8522,dbt,0.8367,Data Warehouse,0.8358,ETL e ELT,0.8331,Streaming de Dados,0.832
652,LGPD,71,Segurança de Dados,0.74,matched,ai_rerank,Segurança de Dados,0.7913,Langfuse,0.7817,MLflow,0.7762,Google Cloud Platform,0.7751,LangChain,0.7723
2989,statistical modeling,49,Estatística Aplicada,0.74,matched,ai_rerank,Estatística Aplicada,0.8471,R,0.8388,Large Language Models,0.8328,Machine Learning,0.8324,Modelagem Financeira,0.8295
2430,parceria no trabalho,13,Colaboração,0.74,matched,ai_rerank,Colaboração,0.8654,Employer Branding,0.8455,Inteligência Emocional,0.8428,Gestão de Pessoas,0.84,Gestão do Tempo,0.8382
541,LGPD,71,Segurança de Dados,0.74,matched,ai_rerank,Segurança de Dados,0.7913,Langfuse,0.7817,MLflow,0.7762,Google Cloud Platform,0.7751,LangChain,0.7723
2100,pensamento analítico,6,Pensamento Crítico,0.74,matched,ai_rerank,Pensamento Crítico,0.854,Design Thinking,0.8428,Pensamento Estratégico,0.8419,dbt,0.8401,Tableau,0.8344
2570,cloud AWS,66,AWS,0.74,matched,ai_rerank,AWS,0.8608,Spark,0.8486,Azure,0.8373,Google Cloud Platform,0.8367,Infrastructure as Code,0.8325
2757,growth mindset,24,Mentoria,0.74,matched,ai_rerank,Mentoria,0.8197,Design Thinking,0.8124,Cultura Organizacional,0.8061,Machine Learning,0.8039,Aprendizado Contínuo,0.8036
2319,data transformation,80,dbt,0.74,matched,ai_rerank,Análise de Dados,0.8522,dbt,0.8367,Data Warehouse,0.8358,ETL e ELT,0.8331,Streaming de Dados,0.832
1107,growth mindset,24,Mentoria,0.74,matched,ai_rerank,Mentoria,0.8197,Design Thinking,0.8124,Cultura Organizacional,0.8061,Machine Learning,0.8039,Aprendizado Contínuo,0.8036
1333,growth mindset,24,Mentoria,0.74,matched,ai_rerank,Mentoria,0.8197,Design Thinking,0.8124,Cultura Organizacional,0.8061,Machine Learning,0.8039,Aprendizado Contínuo,0.8036
307,scripting python,62,FastAPI,0.74,matched,ai_rerank,Bash e Shell Script,0.8434,Python,0.8382,FastAPI,0.8277,Testes Automatizados,0.8203,TypeScript,0.82
2244,treinar modelos,40,Machine Learning,0.75,matched,ai_rerank,Machine Learning,0.8537,Avaliação de Modelos,0.843,Modelagem Financeira,0.8404,Deep Learning,0.8387,Large Language Models,0.8366
1788,real-time data,54,Streaming de Dados,0.75,matched,ai_rerank,Streaming de Dados,0.8532,Gestão do Tempo,0.8296,Séries Temporais,0.827,Qualidade de Dados,0.8258,Spark,0.8241
1460,communication skills,2,Comunicação Assertiva,0.75,matched,ai_rerank,Comunicação Assertiva,0.8557,Escrita Profissional,0.8443,Mentoria,0.8295,Storytelling com Dados,0.8294,Colaboração,0.8291
2950,communication skills,2,Comunicação Assertiva,0.75,matched,ai_rerank,Comunicação Assertiva,0.8557,Escrita Profissional,0.8443,Mentoria,0.8295,Storytelling com Dados,0.8294,Colaboração,0.8291
1331,innovative thinking,29,Inovação,0.75,matched,ai_rerank,Inovação,0.8566,Design Thinking,0.8559,Empreendedorismo,0.8308,Pensamento Estratégico,0.8238,Pensamento Crítico,0.8234
990,logical thinking,6,Pensamento Crítico,0.75,matched,ai_rerank,Design Thinking,0.8409,Pensamento Crítico,0.8401,Pensamento Estratégico,0.8317,Machine Learning,0.8242,Inovação,0.8196
2755,innovative thinking,29,Inovação,0.75,matched,ai_rerank,Inovação,0.8566,Design Thinking,0.8559,Empreendedorismo,0.8308,Pensamento Estratégico,0.8238,Pensamento Crítico,0.8234
906,real-time data,54,Streaming de Dados,0.75,matched,ai_rerank,Streaming de Dados,0.8532,Gestão do Tempo,0.8296,Séries Temporais,0.827,Qualidade de Dados,0.8258,Spark,0.8241
1576,real-time data,54,Streaming de Dados,0.75,matched,ai_rerank,Streaming de Dados,0.8532,Gestão do Tempo,0.8296,Séries Temporais,0.827,Qualidade de Dados,0.8258,Spark,0.8241
1338,managing deadlines,10,Gestão do Tempo,0.75,matched,ai_rerank,Gestão do Tempo,0.8564,Gestão de Projetos,0.8392,Gestão de Mudanças,0.8375,Gestão de Riscos,0.8366,Gestão de Stakeholders,0.8325
3021,logical reasoning,6,Pensamento Crítico,0.75,matched,ai_rerank,Large Language Models,0.8287,Machine Learning,0.8214,Orientação a Dados,0.8175,LangChain,0.8156,Pensamento Crítico,0.8152
1819,logical thinking,6,Pensamento Crítico,0.75,matched,ai_rerank,Design Thinking,0.8409,Pensamento Crítico,0.8401,Pensamento Estratégico,0.8317,Machine Learning,0.8242,Inovação,0.8196
554,managing deadlines,10,Gestão do Tempo,0.75,matched,ai_rerank,Gestão do Tempo,0.8564,Gestão de Projetos,0.8392,Gestão de Mudanças,0.8375,Gestão de Riscos,0.8366,Gestão de Stakeholders,0.8325
1660,real-time data,54,Streaming de Dados,0.75,matched,ai_rerank,Streaming de Dados,0.8532,Gestão do Tempo,0.8296,Séries Temporais,0.827,Qualidade de Dados,0.8258,Spark,0.8241
2381,azure cloud,68,Azure,0.75,matched,ai_rerank,Azure,0.8633,Google Cloud Platform,0.8269,Spark,0.8242,AWS,0.8239,Infrastructure as Code,0.8159
704,azure cloud,68,Azure,0.75,matched,ai_rerank,Azure,0.8633,Google Cloud Platform,0.8269,Spark,0.8242,AWS,0.8239,Infrastructure as Code,0.8159
97,pensar como empreendedor,30,Empreendedorismo,0.76,matched,ai_rerank,Empreendedorismo,0.8684,Design Thinking,0.847,Inovação,0.8422,Visão de Produto,0.8375,Mentoria,0.8345
1636,extract transform load,52,ETL e ELT,0.76,matched,ai_rerank,ETL e ELT,0.8273,Análise de Dados,0.8166,Spark,0.8086,Processamento de Linguagem Natural,0.8052,Langfuse,0.8044
750,kafka,54,Streaming de Dados,0.76,matched,ai_rerank,Streaming de Dados,0.8312,Data Warehouse,0.795,Kubernetes,0.7938,Tableau,0.791,Desenvolvimento de APIs,0.7899
3019,cultura da empresa,99,Employer Branding,0.76,matched,ai_rerank,Cultura Organizacional,0.8688,Employer Branding,0.8511,Empreendedorismo,0.838,Inteligência Emocional,0.8375,Gestão de Pessoas,0.8324
2370,excel VBA,78,Excel Avançado,0.76,matched,ai_rerank,Excel Avançado,0.867,Power BI,0.8227,MLflow,0.8149,Scala,0.8132,Data Warehouse,0.8127
1578,java avançado,34,Java,0.76,matched,ai_rerank,Java,0.8628,Scala,0.8426,Excel Avançado,0.8409,Spark,0.8386,TypeScript,0.8379
2418,pensar como empreendedor,30,Empreendedorismo,0.76,matched,ai_rerank,Empreendedorismo,0.8684,Design Thinking,0.847,Inovação,0.8422,Visão de Produto,0.8375,Mentoria,0.8345
388,embeddings,44,Embeddings e Busca Vetorial,0.76,matched,ai_rerank,Embeddings e Busca Vetorial,0.8229,UX Research,0.8173,Engenharia de Features,0.8129,TypeScript,0.8108,Java,0.8105
687,kafka,54,Streaming de Dados,0.76,matched,ai_rerank,Streaming de Dados,0.8312,Data Warehouse,0.795,Kubernetes,0.7938,Tableau,0.791,Desenvolvimento de APIs,0.7899
781,kafka,54,Streaming de Dados,0.76,matched,ai_rerank,Streaming de Dados,0.8312,Data Warehouse,0.795,Kubernetes,0.7938,Tableau,0.791,Desenvolvimento de APIs,0.7899
2639,java avançado,34,Java,0.76,matched,ai_rerank,Java,0.8628,Scala,0.8426,Excel Avançado,0.8409,Spark,0.8386,TypeScript,0.8379
2220,gestão de colaboradores,1,Gestão de Pessoas,0.77,matched,ai_rerank,Gestão do Tempo,0.8753,Gestão de Pessoas,0.8749,Gestão de Desempenho,0.8706,Gestão de Mudanças,0.8574,Gestão de Projetos,0.8548
672,data extraction,54,Streaming de Dados,0.77,matched,ai_rerank,Análise de Dados,0.8518,Orientação a Dados,0.8463,ETL e ELT,0.8456,Streaming de Dados,0.8364,Data Warehouse,0.8339
1027,aws lambda,66,AWS,0.77,matched,ai_rerank,AWS,0.8426,LangChain,0.8334,Langfuse,0.817,Desenvolvimento de APIs,0.8134,Java,0.8127
2457,gestão de colaboradores,1,Gestão de Pessoas,0.77,matched,ai_rerank,Gestão do Tempo,0.8753,Gestão de Pessoas,0.8749,Gestão de Desempenho,0.8706,Gestão de Mudanças,0.8574,Gestão de Projetos,0.8548
1284,direção técnica,25,Liderança Técnica,0.77,matched,ai_rerank,Liderança Técnica,0.8701,Gestão do Tempo,0.8354,Storytelling com Dados,0.8336,Facilitação,0.8335,Gestão de Desempenho,0.8309
184,aws lambda,66,AWS,0.77,matched,ai_rerank,AWS,0.8426,LangChain,0.8334,Langfuse,0.817,Desenvolvimento de APIs,0.8134,Java,0.8127
1988,direção técnica,25,Liderança Técnica,0.77,matched,ai_rerank,Liderança Técnica,0.8701,Gestão do Tempo,0.8354,Storytelling com Dados,0.8336,Facilitação,0.8335,Gestão de Desempenho,0.8309
886,candidate selection,95,Recrutamento e Seleção,0.77,matched,ai_rerank,Recrutamento e Seleção,0.8191,Empreendedorismo,0.8053,Employer Branding,0.8025,Tomada de Decisão,0.8024,Large Language Models,0.8002
1891,direção técnica,25,Liderança Técnica,0.77,matched,ai_rerank,Liderança Técnica,0.8701,Gestão do Tempo,0.8354,Storytelling com Dados,0.8336,Facilitação,0.8335,Gestão de Desempenho,0.8309
117,container,63,Docker,0.78,matched,ai_rerank,Kubernetes,0.8405,Docker,0.8377,Data Warehouse,0.7987,MLflow,0.7984,Spark,0.7973
