new_skill_id,skill_raw,taxonomy_id,skill_name,confidence_score,match_status,strategy_used
351,cloudformation,69,Infrastructure as Code,0.71,matched,ai_rerank
2732,CloudFormation,69,Infrastructure as Code,0.71,matched,ai_rerank
1485,data-informed decisions,15,Orientação a Dados,0.71,matched,ai_rerank
2759,CloudFormation,69,Infrastructure as Code,0.71,matched,ai_rerank
2994,time prioritization,10,Gestão do Tempo,0.71,matched,ai_rerank
2597,pensar inovador,29,Inovação,0.71,matched,ai_rerank
604,cloudformation,69,Infrastructure as Code,0.71,matched,ai_rerank
1728,gestão por OKRs,90,OKRs,0.71,matched,ai_rerank
2007,CloudFormation,69,Infrastructure as Code,0.71,matched,ai_rerank
1726,cloudformation,69,Infrastructure as Code,0.71,matched,ai_rerank
1717,cloudformation,69,Infrastructure as Code,0.71,matched,ai_rerank
890,SQS,32,SQL,0.72,matched,ai_rerank
2201,statistical analysis,39,Análise de Dados,0.72,matched,ai_rerank
1526,statistical analysis,39,Análise de Dados,0.72,matched,ai_rerank
2673,gitlab,72,Versionamento de Código,0.72,matched,ai_rerank
2538,GitLab,72,Versionamento de Código,0.72,matched,ai_rerank
333,inferência estatística,49,Estatística Aplicada,0.72,matched,ai_rerank
962,statistical analysis,39,Análise de Dados,0.72,matched,ai_rerank
1210,gitlab,72,Versionamento de Código,0.72,matched,ai_rerank
2729,neural networks,41,Deep Learning,0.72,matched,ai_rerank
612,public speaking,23,Escrita Profissional,0.72,matched,ai_rerank
607,statistical analysis,39,Análise de Dados,0.72,matched,ai_rerank
1004,inferência estatística,49,Estatística Aplicada,0.72,matched,ai_rerank
2390,arquitetura de dados,56,Data Warehouse,0.73,matched,ai_rerank
1589,mentalidade de dono,30,Empreendedorismo,0.73,matched,ai_rerank
2413,video analysis,48,Visão Computacional,0.73,matched,ai_rerank
69,mentalidade de dono,30,Empreendedorismo,0.73,matched,ai_rerank
1326,data privacy,71,Segurança de Dados,0.73,matched,ai_rerank
1043,autonomia,11,Autogestão,0.73,matched,ai_rerank
1059,arquitetura de dados,56,Data Warehouse,0.73,matched,ai_rerank
828,arquitetura de dados,56,Data Warehouse,0.73,matched,ai_rerank
1218,adoção de mudanças,28,Gestão de Mudanças,0.73,matched,ai_rerank
2880,agile development,19,Metodologias Ágeis,0.73,matched,ai_rerank
868,processamento de texto,42,Processamento de Linguagem Natural,0.73,matched,ai_rerank
1506,processamento de texto,42,Processamento de Linguagem Natural,0.73,matched,ai_rerank
818,autonomia,11,Autogestão,0.73,matched,ai_rerank
1268,working together,13,Colaboração,0.73,matched,ai_rerank
1761,adoção de mudanças,28,Gestão de Mudanças,0.73,matched,ai_rerank
1781,scripting python,62,FastAPI,0.74,matched,ai_rerank
262,growth mindset,24,Mentoria,0.74,matched,ai_rerank
2868,pensamento analítico,6,Pensamento Crítico,0.74,matched,ai_rerank
494,comunicação direta,2,Comunicação Assertiva,0.74,matched,ai_rerank
1267,evidence-based decisions,15,Orientação a Dados,0.74,matched,ai_rerank
2448,parceria no trabalho,13,Colaboração,0.74,matched,ai_rerank
2006,parceria no trabalho,13,Colaboração,0.74,matched,ai_rerank
522,cloud AWS,66,AWS,0.74,matched,ai_rerank
2664,evidence-based decisions,15,Orientação a Dados,0.74,matched,ai_rerank
614,data transformation,80,dbt,0.74,matched,ai_rerank
652,LGPD,71,Segurança de Dados,0.74,matched,ai_rerank
2989,statistical modeling,49,Estatística Aplicada,0.74,matched,ai_rerank
2430,parceria no trabalho,13,Colaboração,0.74,matched,ai_rerank
541,LGPD,71,Segurança de Dados,0.74,matched,ai_rerank
2100,pensamento analítico,6,Pensamento Crítico,0.74,matched,ai_rerank
2570,cloud AWS,66,AWS,0.74,matched,ai_rerank
2757,growth mindset,24,Mentoria,0.74,matched,ai_rerank
2319,data transformation,80,dbt,0.74,matched,ai_rerank
1107,growth mindset,24,Mentoria,0.74,matched,ai_rerank
1333,growth mindset,24,Mentoria,0.74,matched,ai_rerank
307,scripting python,62,FastAPI,0.74,matched,ai_rerank
2244,treinar modelos,40,Machine Learning,0.75,matched,ai_rerank
1788,real-time data,54,Streaming de Dados,0.75,matched,ai_rerank
1460,communication skills,2,Comunicação Assertiva,0.75,matched,ai_rerank
2950,communication skills,2,Comunicação Assertiva,0.75,matched,ai_rerank
1331,innovative thinking,29,Inovação,0.75,matched,ai_rerank
990,logical thinking,6,Pensamento Crítico,0.75,matched,ai_rerank
2755,innovative thinking,29,Inovação,0.75,matched,ai_rerank
906,real-time data,54,Streaming de Dados,0.75,matched,ai_rerank
1576,real-time data,54,Streaming de Dados,0.75,matched,ai_rerank
1338,managing deadlines,10,Gestão do Tempo,0.75,matched,ai_rerank
3021,logical reasoning,6,Pensamento Crítico,0.75,matched,ai_rerank
1819,logical thinking,6,Pensamento Crítico,0.75,matched,ai_rerank
554,managing deadlines,10,Gestão do Tempo,0.75,matched,ai_rerank
1660,real-time data,54,Streaming de Dados,0.75,matched,ai_rerank
2381,azure cloud,68,Azure,0.75,matched,ai_rerank
704,azure cloud,68,Azure,0.75,matched,ai_rerank
97,pensar como empreendedor,30,Empreendedorismo,0.76,matched,ai_rerank
1636,extract transform load,52,ETL e ELT,0.76,matched,ai_rerank
750,kafka,54,Streaming de Dados,0.76,matched,ai_rerank
3019,cultura da empresa,99,Employer Branding,0.76,matched,ai_rerank
2370,excel VBA,78,Excel Avançado,0.76,matched,ai_rerank
1578,java avançado,34,Java,0.76,matched,ai_rerank
2418,pensar como empreendedor,30,Empreendedorismo,0.76,matched,ai_rerank
388,embeddings,44,Embeddings e Busca Vetorial,0.76,matched,ai_rerank
687,kafka,54,Streaming de Dados,0.76,matched,ai_rerank
781,kafka,54,Streaming de Dados,0.76,matched,ai_rerank
2639,java avançado,34,Java,0.76,matched,ai_rerank
2220,gestão de colaboradores,1,Gestão de Pessoas,0.77,matched,ai_rerank
672,data extraction,54,Streaming de Dados,0.77,matched,ai_rerank
1027,aws lambda,66,AWS,0.77,matched,ai_rerank
2457,gestão de colaboradores,1,Gestão de Pessoas,0.77,matched,ai_rerank
1284,direção técnica,25,Liderança Técnica,0.77,matched,ai_rerank
184,aws lambda,66,AWS,0.77,matched,ai_rerank
1988,direção técnica,25,Liderança Técnica,0.77,matched,ai_rerank
886,candidate selection,95,Recrutamento e Seleção,0.77,matched,ai_rerank
1891,direção técnica,25,Liderança Técnica,0.77,matched,ai_rerank
117,container,63,Docker,0.78,matched,ai_rerank
1184,independent execution,11,Autogestão,0.78,matched,ai_rerank
2260,exploratory analysis,39,Análise de Dados,0.78,matched,ai_rerank
995,data ingestion,54,Streaming de Dados,0.78,matched,ai_rerank
2739,rastreamento de prompts,85,Langfuse,0.78,matched,ai_rerank
2600,mitigação de riscos,93,Gestão de Riscos,0.78,matched,ai_rerank
2754,rastreamento de prompts,85,Langfuse,0.78,matched,ai_rerank
1541,mitigação de riscos,93,Gestão de Riscos,0.78,matched,ai_rerank
2730,rastreamento de prompts,85,Langfuse,0.78,matched,ai_rerank
1306,data ingestion,54,Streaming de Dados,0.78,matched,ai_rerank
515,mitigação de riscos,93,Gestão de Riscos,0.78,matched,ai_rerank
525,business writing,23,Escrita Profissional,0.78,matched,ai_rerank
530,rastreamento de prompts,85,Langfuse,0.78,matched,ai_rerank
1718,business writing,23,Escrita Profissional,0.78,matched,ai_rerank
2150,business writing,23,Escrita Profissional,0.78,matched,ai_rerank
2481,spring boot,34,Java,0.78,matched,ai_rerank
1816,escrita clara,23,Escrita Profissional,0.78,matched,ai_rerank
397,escrita clara,23,Escrita Profissional,0.78,matched,ai_rerank
1915,independent execution,11,Autogestão,0.78,matched,ai_rerank
60,independent execution,11,Autogestão,0.78,matched,ai_rerank
1197,spring boot,34,Java,0.78,matched,ai_rerank
268,gerir colaboradores,1,Gestão de Pessoas,0.78,matched,ai_rerank
2157,task prioritization,10,Gestão do Tempo,0.79,matched,ai_rerank
2651,task prioritization,10,Gestão do Tempo,0.79,matched,ai_rerank
221,task prioritization,10,Gestão do Tempo,0.79,matched,ai_rerank
699,atração de talentos,99,Employer Branding,0.79,matched,ai_rerank
2696,integração contínua,65,CI/CD,0.79,matched,ai_rerank
2801,gestão de prioridades,87,Gestão de Produto,0.79,matched,ai_rerank
936,prompt tracking,85,Langfuse,0.79,matched,ai_rerank
1396,atração de talentos,99,Employer Branding,0.79,matched,ai_rerank
1822,banco postgresql,58,PostgreSQL,0.79,matched,ai_rerank
2115,atração de talentos,99,Employer Branding,0.79,matched,ai_rerank
1983,prompt tracking,85,Langfuse,0.79,matched,ai_rerank
419,planilhas,77,Tableau,0.8,matched,ai_rerank
1483,engajamento de stakeholders,26,Gestão de Stakeholders,0.8,matched,ai_rerank
289,pensar no longo prazo,17,Pensamento Estratégico,0.8,matched,ai_rerank
2650,decisão sob incerteza,8,Tomada de Decisão,0.8,matched,ai_rerank
2382,pensar no longo prazo,17,Pensamento Estratégico,0.8,matched,ai_rerank
2443,pensar no longo prazo,17,Pensamento Estratégico,0.8,matched,ai_rerank
527,engajamento de stakeholders,26,Gestão de Stakeholders,0.8,matched,ai_rerank
1809,decisão sob incerteza,8,Tomada de Decisão,0.8,matched,ai_rerank
2420,translating data to story,21,Storytelling com Dados,0.8,matched,ai_rerank
713,decisão sob incerteza,8,Tomada de Decisão,0.8,matched,ai_rerank
2309,acompanhamento de projetos,18,Gestão de Projetos,0.8,matched,ai_rerank
2005,translating data to story,21,Storytelling com Dados,0.8,matched,ai_rerank
807,planilhas,77,Tableau,0.8,matched,ai_rerank
2726,acompanhamento de projetos,18,Gestão de Projetos,0.8,matched,ai_rerank
1600,translating data to story,21,Storytelling com Dados,0.8,matched,ai_rerank
728,python scripting,62,FastAPI,0.81,matched,ai_rerank
1287,alinhamento de stakeholders,26,Gestão de Stakeholders,0.81,matched,ai_rerank
749,transformação organizacional,28,Gestão de Mudanças,0.81,matched,ai_rerank
864,modelagem relacional,55,Modelagem de Dados,0.81,matched,ai_rerank
855,aligning expectations,26,Gestão de Stakeholders,0.81,matched,ai_rerank
2569,aligning expectations,26,Gestão de Stakeholders,0.81,matched,ai_rerank
1364,modelagem relacional,55,Modelagem de Dados,0.81,matched,ai_rerank
1409,aligning expectations,26,Gestão de Stakeholders,0.81,matched,ai_rerank
1336,flink,54,Streaming de Dados,0.81,matched,ai_rerank
2296,alinhamento de stakeholders,26,Gestão de Stakeholders,0.81,matched,ai_rerank
630,alinhamento de stakeholders,26,Gestão de Stakeholders,0.81,matched,ai_rerank
2530,python scripting,62,FastAPI,0.81,matched,ai_rerank
490,python scripting,62,FastAPI,0.81,matched,ai_rerank
2434,processo seletivo,95,Recrutamento e Seleção,0.81,matched,ai_rerank
2680,modelagem relacional,55,Modelagem de Dados,0.81,matched,ai_rerank
2330,dockerfile,63,Docker,0.82,matched,ai_rerank
1118,analytics engineering,51,Engenharia de Dados,0.82,matched,ai_rerank
2355,testes de hipótese,50,Experimentação e Testes A/B,0.82,matched,ai_rerank
2921,testes de hipótese,50,Experimentação e Testes A/B,0.82,matched,ai_rerank
209,testes de hipótese,50,Experimentação e Testes A/B,0.82,matched,ai_rerank
2199,sql avançado,58,PostgreSQL,0.82,matched,ai_rerank
2155,feedback de desempenho,97,Gestão de Desempenho,0.82,matched,ai_rerank
2027,sql avançado,58,PostgreSQL,0.82,matched,ai_rerank
366,testes de hipótese,50,Experimentação e Testes A/B,0.82,matched,ai_rerank
1624,testes de hipótese,50,Experimentação e Testes A/B,0.82,matched,ai_rerank
1572,SQL avançado,58,PostgreSQL,0.82,matched,ai_rerank
498,dbt models,80,dbt,0.82,matched,ai_rerank
1419,Dockerfile,63,Docker,0.82,matched,ai_rerank
520,dockerfile,63,Docker,0.82,matched,ai_rerank
2601,SQL avançado,58,PostgreSQL,0.82,matched,ai_rerank
432,SQL avançado,58,PostgreSQL,0.82,matched,ai_rerank
628,SQL avançado,58,PostgreSQL,0.82,matched,ai_rerank
4,sql avançado,58,PostgreSQL,0.82,matched,ai_rerank
908,orientar pessoas,24,Mentoria,0.83,matched,ai_rerank
2891,building pipelines,51,Engenharia de Dados,0.83,matched,ai_rerank
1795,integration tests,73,Testes Automatizados,0.83,matched,ai_rerank
1742,orientar pessoas,24,Mentoria,0.83,matched,ai_rerank
567,roadmap de produto,87,Gestão de Produto,0.83,matched,ai_rerank
1473,orientar pessoas,24,Mentoria,0.83,matched,ai_rerank
354,project execution,18,Gestão de Projetos,0.83,matched,ai_rerank
2165,orientar pessoas,24,Mentoria,0.83,matched,ai_rerank
1104,building pipelines,51,Engenharia de Dados,0.83,matched,ai_rerank
1188,roadmap de produto,87,Gestão de Produto,0.83,matched,ai_rerank
2710,data orientation,15,Orientação a Dados,0.83,matched,ai_rerank
2058,orientar pessoas,24,Mentoria,0.83,matched,ai_rerank
1230,building pipelines,51,Engenharia de Dados,0.83,matched,ai_rerank
2178,roadmap de produto,87,Gestão de Produto,0.83,matched,ai_rerank
470,avaliação de desempenho,97,Gestão de Desempenho,0.83,matched,ai_rerank
443,data orientation,15,Orientação a Dados,0.83,matched,ai_rerank
2992,GraphQL,61,Desenvolvimento de APIs,0.83,matched,ai_rerank
795,roadmap de produto,87,Gestão de Produto,0.83,matched,ai_rerank
1543,avaliação de desempenho,97,Gestão de Desempenho,0.83,matched,ai_rerank
1592,data orientation,15,Orientação a Dados,0.83,matched,ai_rerank
1307,customer orientation,16,Foco no Cliente,0.84,matched,ai_rerank
407,emotional management,4,Inteligência Emocional,0.84,matched,ai_rerank
2791,RESTful API,61,Desenvolvimento de APIs,0.84,matched,ai_rerank
1585,emotional management,4,Inteligência Emocional,0.84,matched,ai_rerank
631,modelagem dimensional,55,Modelagem de Dados,0.84,matched,ai_rerank
1704,criação de variáveis,45,Engenharia de Features,0.84,matched,ai_rerank
730,dimensional modeling,55,Modelagem de Dados,0.84,matched,ai_rerank
642,mudança organizacional,28,Gestão de Mudanças,0.84,matched,ai_rerank
584,mudança organizacional,28,Gestão de Mudanças,0.84,matched,ai_rerank
1712,comunicação clara e objetiva,2,Comunicação Assertiva,0.84,matched,ai_rerank
2407,criação de variáveis,45,Engenharia de Features,0.84,matched,ai_rerank
2050,criação de variáveis,45,Engenharia de Features,0.84,matched,ai_rerank
2095,spark SQL,81,Spark,0.84,matched,ai_rerank
1205,mudança organizacional,28,Gestão de Mudanças,0.84,matched,ai_rerank
1943,criação de variáveis,45,Engenharia de Features,0.84,matched,ai_rerank
2742,customer orientation,16,Foco no Cliente,0.84,matched,ai_rerank
2750,criação de variáveis,45,Engenharia de Features,0.84,matched,ai_rerank
984,emotional management,4,Inteligência Emocional,0.84,matched,ai_rerank
1302,dbt core,80,dbt,0.84,matched,ai_rerank
312,criação de variáveis,45,Engenharia de Features,0.84,matched,ai_rerank
193,RESTful API,61,Desenvolvimento de APIs,0.84,matched,ai_rerank
323,airflow,53,Orquestração de Pipelines,0.84,matched,ai_rerank
2257,dimensional modeling,55,Modelagem de Dados,0.84,matched,ai_rerank
248,dados temporais,47,Séries Temporais,0.84,matched,ai_rerank
2142,programas de aprendizado,98,Treinamento e Desenvolvimento,0.84,matched,ai_rerank
2909,modelagem dimensional,55,Modelagem de Dados,0.84,matched,ai_rerank
2602,programas de aprendizado,98,Treinamento e Desenvolvimento,0.84,matched,ai_rerank
433,airflow,53,Orquestração de Pipelines,0.84,matched,ai_rerank
485,mediation skills,24,Mentoria,0.84,matched,ai_rerank
919,planejamento de projetos,18,Gestão de Projetos,0.84,matched,ai_rerank
92,mudança organizacional,28,Gestão de Mudanças,0.84,matched,ai_rerank
1520,emotional management,4,Inteligência Emocional,0.84,matched,ai_rerank
751,mediation skills,24,Mentoria,0.84,matched,ai_rerank
1599,customer orientation,16,Foco no Cliente,0.84,matched,ai_rerank
2546,mongodb queries,59,MongoDB,0.84,matched,ai_rerank
71,spark SQL,81,Spark,0.84,matched,ai_rerank
124,definir estratégia,17,Pensamento Estratégico,0.85,matched,ai_rerank
2949,clear writing,23,Escrita Profissional,0.85,matched,ai_rerank
195,alinhar expectativas,26,Gestão de Stakeholders,0.85,matched,ai_rerank
1131,huggingface transformers,86,Hugging Face,0.85,matched,ai_rerank
2687,aws RDS,66,AWS,0.85,matched,ai_rerank
1051,learning programs,98,Treinamento e Desenvolvimento,0.85,matched,ai_rerank
533,learning programs,98,Treinamento e Desenvolvimento,0.85,matched,ai_rerank
1420,data-driven decisions,15,Orientação a Dados,0.85,matched,ai_rerank
2738,priorizar tarefas,10,Gestão do Tempo,0.85,matched,ai_rerank
800,SQL queries,32,SQL,0.85,matched,ai_rerank
2798,aws RDS,66,AWS,0.85,matched,ai_rerank
770,gerenciar prazos,10,Gestão do Tempo,0.85,matched,ai_rerank
698,definir estratégia,17,Pensamento Estratégico,0.85,matched,ai_rerank
2863,gerenciar prazos,10,Gestão do Tempo,0.85,matched,ai_rerank
1404,código python,31,Python,0.85,matched,ai_rerank
514,resolver conflitos interpessoais,3,Resolução de Conflitos,0.85,matched,ai_rerank
1114,alinhar expectativas,26,Gestão de Stakeholders,0.85,matched,ai_rerank
1961,clear writing,23,Escrita Profissional,0.85,matched,ai_rerank
1025,aws RDS,66,AWS,0.85,matched,ai_rerank
1921,SQL queries,32,SQL,0.85,matched,ai_rerank
2404,huggingface transformers,86,Hugging Face,0.85,matched,ai_rerank
926,gerenciar prazos,10,Gestão do Tempo,0.85,matched,ai_rerank
1237,alinhar expectativas,26,Gestão de Stakeholders,0.85,matched,ai_rerank
1138,priorizar tarefas,10,Gestão do Tempo,0.85,matched,ai_rerank
1893,revisão de código,72,Versionamento de Código,0.86,matched,ai_rerank
2926,R programming,33,R,0.86,matched,ai_rerank
869,data architecture,56,Data Warehouse,0.86,matched,ai_rerank
1392,structured problem solving,3,Resolução de Conflitos,0.86,matched,ai_rerank
2599,conflict management,3,Resolução de Conflitos,0.86,matched,ai_rerank
2494,R programming,33,R,0.86,matched,ai_rerank
2526,corporate culture,100,Cultura Organizacional,0.86,matched,ai_rerank
1617,conflict management,3,Resolução de Conflitos,0.86,matched,ai_rerank
1595,banco de dados vetorial,44,Embeddings e Busca Vetorial,0.86,matched,ai_rerank
2511,long-term thinking,17,Pensamento Estratégico,0.86,matched,ai_rerank
3014,performance feedback,97,Gestão de Desempenho,0.86,matched,ai_rerank
553,corporate culture,100,Cultura Organizacional,0.86,matched,ai_rerank
621,corporate culture,100,Cultura Organizacional,0.86,matched,ai_rerank
1889,conflict management,3,Resolução de Conflitos,0.86,matched,ai_rerank
2703,risk mitigation,93,Gestão de Riscos,0.86,matched,ai_rerank
352,long-term thinking,17,Pensamento Estratégico,0.86,matched,ai_rerank
1057,banco de dados vetorial,44,Embeddings e Busca Vetorial,0.86,matched,ai_rerank
2647,decisions under uncertainty,8,Tomada de Decisão,0.86,matched,ai_rerank
2692,react.js,35,JavaScript,0.86,matched,ai_rerank
1148,conflict management,3,Resolução de Conflitos,0.86,matched,ai_rerank
1995,stakeholder alignment,26,Gestão de Stakeholders,0.86,matched,ai_rerank
1020,entrepreneurial mindset,30,Empreendedorismo,0.86,matched,ai_rerank
159,entender o cliente,16,Foco no Cliente,0.86,matched,ai_rerank
2170,risco operacional,93,Gestão de Riscos,0.87,matched,ai_rerank
311,observabilidade,70,Monitoramento e Observabilidade,0.87,matched,ai_rerank
1179,entrepreneurial thinking,30,Empreendedorismo,0.87,matched,ai_rerank
2640,data insights,21,Storytelling com Dados,0.87,matched,ai_rerank
1182,LLMs,83,LangChain,0.87,matched,ai_rerank
1183,product roadmap,87,Gestão de Produto,0.87,matched,ai_rerank
139,product strategy,87,Gestão de Produto,0.87,matched,ai_rerank
108,gestão emocional,4,Inteligência Emocional,0.87,matched,ai_rerank
2788,ideation,29,Inovação,0.87,matched,ai_rerank
1545,gestão emocional,4,Inteligência Emocional,0.87,matched,ai_rerank
2558,data insights,21,Storytelling com Dados,0.87,matched,ai_rerank
1401,product roadmap,87,Gestão de Produto,0.87,matched,ai_rerank
1707,observabilidade,70,Monitoramento e Observabilidade,0.87,matched,ai_rerank
2566,ideation,29,Inovação,0.87,matched,ai_rerank
2521,gestão emocional,4,Inteligência Emocional,0.87,matched,ai_rerank
445,LLMs,83,LangChain,0.87,matched,ai_rerank
1017,entrepreneurial thinking,30,Empreendedorismo,0.87,matched,ai_rerank
2720,risco operacional,93,Gestão de Riscos,0.87,matched,ai_rerank
1298,risco operacional,93,Gestão de Riscos,0.87,matched,ai_rerank
1301,product strategy,87,Gestão de Produto,0.87,matched,ai_rerank
430,product strategy,87,Gestão de Produto,0.87,matched,ai_rerank
580,product strategy,87,Gestão de Produto,0.87,matched,ai_rerank
605,risco operacional,93,Gestão de Riscos,0.87,matched,ai_rerank
247,ideation,29,Inovação,0.87,matched,ai_rerank
483,ser mentor,24,Mentoria,0.88,matched,ai_rerank
198,container deployment,64,Kubernetes,0.88,matched,ai_rerank
2341,supporting growth,24,Mentoria,0.88,matched,ai_rerank
2698,oratória,22,Apresentação e Oratória,0.88,matched,ai_rerank
2068,financial projections,92,Modelagem Financeira,0.88,matched,ai_rerank
2073,conformidade,94,Compliance e Regulação,0.88,matched,ai_rerank
2906,supporting growth,24,Mentoria,0.88,matched,ai_rerank
2605,programação java,34,Java,0.88,matched,ai_rerank
1459,container deployment,64,Kubernetes,0.88,matched,ai_rerank
457,programação java,34,Java,0.88,matched,ai_rerank
1465,habilidades de comunicação,2,Comunicação Assertiva,0.88,matched,ai_rerank
1613,conformidade,94,Compliance e Regulação,0.88,matched,ai_rerank
49,supporting growth,24,Mentoria,0.88,matched,ai_rerank
2794,monitoramento,70,Monitoramento e Observabilidade,0.88,matched,ai_rerank
1444,ser mentor,24,Mentoria,0.88,matched,ai_rerank
94,pipeline de ML,85,Langfuse,0.89,matched,ai_rerank
2998,dados em tempo real,54,Streaming de Dados,0.89,matched,ai_rerank
2167,comunicação clara,2,Comunicação Assertiva,0.89,matched,ai_rerank
2910,mentorship skills,24,Mentoria,0.89,matched,ai_rerank
2118,microsoft BI,76,Power BI,0.89,matched,ai_rerank
1283,dados em tempo real,54,Streaming de Dados,0.89,matched,ai_rerank
2015,dados em tempo real,54,Streaming de Dados,0.89,matched,ai_rerank
2617,application monitoring,66,AWS,0.89,matched,ai_rerank
2052,análise com SQL,32,SQL,0.89,matched,ai_rerank
1976,application monitoring,66,AWS,0.89,matched,ai_rerank
2286,execução de projetos,18,Gestão de Projetos,0.89,matched,ai_rerank
2333,operational risk,93,Gestão de Riscos,0.89,matched,ai_rerank
126,risk assessment,93,Gestão de Riscos,0.89,matched,ai_rerank
1220,observability,70,Monitoramento e Observabilidade,0.89,matched,ai_rerank
2956,mentorship skills,24,Mentoria,0.89,matched,ai_rerank
1172,service-oriented architecture,75,Microsserviços,0.89,matched,ai_rerank
1380,docker-compose,63,Docker,0.89,matched,ai_rerank
2400,testes unitários,73,Testes Automatizados,0.89,matched,ai_rerank
466,testes unitários,73,Testes Automatizados,0.89,matched,ai_rerank
2453,docker-compose,63,Docker,0.89,matched,ai_rerank
2467,testes unitários,73,Testes Automatizados,0.89,matched,ai_rerank
651,data completeness,57,Qualidade de Dados,0.89,matched,ai_rerank
552,system architecture,74,Arquitetura de Software,0.89,matched,ai_rerank
1596,relational modeling,55,Modelagem de Dados,0.89,matched,ai_rerank
1522,application monitoring,66,AWS,0.89,matched,ai_rerank
1675,pipeline de ML,85,Langfuse,0.89,matched,ai_rerank
1695,risk assessment,93,Gestão de Riscos,0.89,matched,ai_rerank
611,operational risk,93,Gestão de Riscos,0.89,matched,ai_rerank
1643,relational modeling,55,Modelagem de Dados,0.89,matched,ai_rerank
2543,dados em tempo real,54,Streaming de Dados,0.89,matched,ai_rerank
1667,service-oriented architecture,75,Microsserviços,0.89,matched,ai_rerank
1716,análise com SQL,32,SQL,0.89,matched,ai_rerank
838,pipeline de ML,85,Langfuse,0.89,matched,ai_rerank
1612,microsoft BI,76,Power BI,0.89,matched,ai_rerank
2314,identificar oportunidades,30,Empreendedorismo,0.89,matched,ai_rerank
794,mentorship skills,24,Mentoria,0.89,matched,ai_rerank
191,advanced SQL,58,PostgreSQL,0.9,matched,ai_rerank
1033,Bash,38,Bash e Shell Script,0.9,matched,ai_rerank
676,habilidades de apresentação,22,Apresentação e Oratória,0.9,matched,ai_rerank
1659,unittest,73,Testes Automatizados,0.9,matched,ai_rerank
882,bash,38,Bash e Shell Script,0.9,matched,ai_rerank
2454,unittest,73,Testes Automatizados,0.9,matched,ai_rerank
2425,normas e regulamentações,94,Compliance e Regulação,0.9,matched,ai_rerank
932,decision analysis,8,Tomada de Decisão,0.9,matched,ai_rerank
1434,decision analysis,8,Tomada de Decisão,0.9,matched,ai_rerank
509,risk analysis,93,Gestão de Riscos,0.9,matched,ai_rerank
2991,organizational change,96,Desenvolvimento Organizacional,0.9,matched,ai_rerank
412,risk analysis,93,Gestão de Riscos,0.9,matched,ai_rerank
1342,bash,38,Bash e Shell Script,0.9,matched,ai_rerank
2046,Bash,38,Bash e Shell Script,0.9,matched,ai_rerank
392,unittest,73,Testes Automatizados,0.9,matched,ai_rerank
2636,habilidades de apresentação,22,Apresentação e Oratória,0.9,matched,ai_rerank
2644,embedding vectors,44,Embeddings e Busca Vetorial,0.9,matched,ai_rerank
44,statistical experimentation,50,Experimentação e Testes A/B,0.9,matched,ai_rerank
2179,visão estratégica,17,Pensamento Estratégico,0.91,matched,ai_rerank
2324,azure AI,68,Azure,0.91,matched,ai_rerank
2366,autonomy,11,Autogestão,0.91,matched,ai_rerank
152,written communication,23,Escrita Profissional,0.91,matched,ai_rerank
2952,ciclo de performance,97,Gestão de Desempenho,0.91,matched,ai_rerank
1161,GCP,67,Google Cloud Platform,0.91,matched,ai_rerank
1098,azure AI,68,Azure,0.91,matched,ai_rerank
2168,unit tests,73,Testes Automatizados,0.91,matched,ai_rerank
1048,written communication,23,Escrita Profissional,0.91,matched,ai_rerank
2040,feature creation,45,Engenharia de Features,0.91,matched,ai_rerank
383,fine-tuning LLMs,43,Large Language Models,0.91,matched,ai_rerank
375,deploy automatizado,65,CI/CD,0.91,matched,ai_rerank
367,pipeline scheduling,53,Orquestração de Pipelines,0.91,matched,ai_rerank
2905,avaliação de riscos,93,Gestão de Riscos,0.91,matched,ai_rerank
2000,autonomy,11,Autogestão,0.91,matched,ai_rerank
2903,written communication,23,Escrita Profissional,0.91,matched,ai_rerank
2901,deploy automatizado,65,CI/CD,0.91,matched,ai_rerank
2895,written communication,23,Escrita Profissional,0.91,matched,ai_rerank
2700,azure AI,68,Azure,0.91,matched,ai_rerank
2714,setting OKRs,90,OKRs,0.91,matched,ai_rerank
1031,GCP,67,Google Cloud Platform,0.91,matched,ai_rerank
1240,pipeline scheduling,53,Orquestração de Pipelines,0.91,matched,ai_rerank
1300,empreender,30,Empreendedorismo,0.91,matched,ai_rerank
2616,mentalidade estratégica,17,Pensamento Estratégico,0.91,matched,ai_rerank
297,aws cloud,66,AWS,0.91,matched,ai_rerank
439,pipeline scheduling,53,Orquestração de Pipelines,0.91,matched,ai_rerank
2769,self-organization,11,Autogestão,0.91,matched,ai_rerank
1451,model training,40,Machine Learning,0.91,matched,ai_rerank
1792,mentalidade estratégica,17,Pensamento Estratégico,0.91,matched,ai_rerank
1732,setting OKRs,90,OKRs,0.91,matched,ai_rerank
1428,self-organization,11,Autogestão,0.91,matched,ai_rerank
2603,visão estratégica,17,Pensamento Estratégico,0.91,matched,ai_rerank
1437,azure AI,68,Azure,0.91,matched,ai_rerank
1448,gcp,67,Google Cloud Platform,0.91,matched,ai_rerank
669,avaliação de riscos,93,Gestão de Riscos,0.91,matched,ai_rerank
1513,model training,40,Machine Learning,0.91,matched,ai_rerank
660,azure AI,68,Azure,0.91,matched,ai_rerank
2828,google looker,79,Looker,0.91,matched,ai_rerank
